id,name,main_artist,artists,n_artists,year,decade,primary_genre,explicit,key,mode,popularity,popularity_pct_in_year,valence,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,duration_ms,valence_norm,acousticness_norm,danceability_norm,energy_norm,instrumentalness_norm,liveness_norm,loudness_norm,speechiness_norm,tempo_norm,duration_ms_norm,popularity_norm
4vRhdBugLI9JQGsx3UfrAt,Cachonguita - Remasterizado,Ignacio Corsini,['Ignacio Corsini'],1,1922,1920,tango,0,1,0,0,0.49295774647887325,0.413,0.996,0.45,0.0522,0.929,0.158,-29.357,0.0583,72.40100000000002,190653,0.413,1.0,0.45546558704453444,0.0522,0.929,0.158,0.479884112442252,0.06010309278350515,0.29732615489493125,0.03437041993245396,0.0
2ivh0kwd7QIViw6YqDPdBA,Blue Yodel No. 9,Jimmie Rodgers,['Jimmie Rodgers'],1,1923,1920,appalachian folk,0,3,1,8,0.7972972972972973,0.735,0.969,0.76,0.251,2.43e-06,0.0561,-11.491,0.0602,108.456,157373,0.735,0.9728915662650602,0.7692307692307693,0.251,2.43e-06,0.0561,0.7596742619998434,0.06206185567010309,0.44539171358523577,0.028205621229432765,0.08
3GuVFPnSVW036wmwUrXQ9Q,Changeable Daddy Of Mine,Margaret Johnson,['Margaret Johnson'],1,1923,1920,unknown,0,10,1,6,0.6864864864864865,0.647,0.994,0.583,0.214,3.3e-05,0.446,-13.687,0.0423,101.916,161560,0.647,0.9979919678714859,0.590080971659919,0.214,3.3e-05,0.446,0.7252838462140788,0.043608247422680414,0.4185341694489275,0.028981222556642792,0.06
4WPL5dkeBbiLGBmtoKfXDk,La Danza,Beniamino Gigli,['Beniamino Gigli'],1,1926,1920,classical tenor,0,5,1,1,0.6984760522496372,0.769,0.922,0.464,0.294,0.00554,0.207,-11.767,0.051,78.165,182600,0.769,0.92570281124498,0.4696356275303644,0.294,0.00554,0.207,0.7553519693054578,0.05257731958762887,0.32099693232638077,0.03287867942898552,0.01
10w4ytikRJQhWqgh5tpA6E,Dites Moi Doumergue,Perchicot,['Perchicot'],1,1929,1920,vintage chanson,0,5,1,0,0.4726890756302521,0.963,0.955,0.71,0.561,0.0,0.213,-12.736,0.472,78.705,154691,0.963,0.9588353413654618,0.7186234817813765,0.561,0.0,0.213,0.7401769634327774,0.4865979381443299,0.32321452771378234,0.027708806622416454,0.0
6VWSJhuxjaIQdsE37xXfDj,Great is Thy Faithfulness,4509 STARPASS Prodcutions,['4509 STARPASS Prodcutions'],1,1923,1920,unknown,0,0,1,0,0.23243243243243245,0.152,0.784,0.628,0.091,0.000944,0.102,-18.878,0.0398,130.486,256981,0.152,0.7871485943775101,0.6356275303643725,0.091,0.000944,0.102,0.6439902905019185,0.04103092783505155,0.5358613920749711,0.046657041578307024,0.0
4G8qzoq2vSU65IqVOYtzkY,La Canción del Ukelele - Remastered,Celia Gamez,['Celia Gamez'],1,1929,1920,unknown,0,2,1,0,0.4726890756302521,0.7290000000000001,0.635,0.361,0.636,0.0,0.654,-6.678999999999999,0.0415,103.657,150013,0.7290000000000001,0.6375502008032129,0.36538461538461536,0.636,0.0,0.654,0.8350324954976118,0.042783505154639176,0.42568386124423524,0.026842252285495385,0.0
3veyQczUxDcLmLTthkte0C,Fashion Plate Daddy,Memphis Minnie,['Memphis Minnie'],1,1929,1920,acoustic blues,0,11,1,7,0.9837184873949579,0.625,0.934,0.767,0.41,0.000113,0.116,-10.3,0.0738,87.67,177667,0.625,0.9377510040160643,0.7763157894736842,0.41,0.000113,0.116,0.7783258946049645,0.07608247422680413,0.3600307178027736,0.03196488880392532,0.07
2gFUqcLFUDVXcWmeKAOnGd,Pobre Cotorro - Remasterizado,Ignacio Corsini,['Ignacio Corsini'],1,1923,1920,tango,0,5,0,0,0.23243243243243245,0.51,0.995,0.502,0.298,0.919,0.285,-15.321,0.0805,135.238,171107,0.51,0.998995983935743,0.5080971659919028,0.298,0.919,0.285,0.6996946206248532,0.0829896907216495,0.5553762314841052,0.03074971213650287,0.0
5GlG4k90gvYdEFdMPBWHmz,Cannon Ball Blues (Take 1),Jelly Roll Morton & His Red Hot Peppers,['Jelly Roll Morton & His Red Hot Peppers'],1,1926,1920,ragtime,0,8,1,1,0.6984760522496372,0.652,0.971,0.626,0.339,0.179,0.174,-7.751,0.0504,136.708,171317,0.652,0.9748995983935743,0.6336032388663968,0.339,0.179,0.174,0.8182444601049254,0.05195876288659794,0.5614130189275873,0.03078861260908804,0.01
5ws3kUQMyh0oStp0GuMghq,Часть 41.4 & Часть 42.1 - Фиеста,Эрнест Хемингуэй,['Эрнест Хемингуэй'],1,1926,1920,unknown,1,1,1,0,0.28265602322206096,0.407,0.341,0.718,0.29,0.0,0.615,-16.548,0.958,99.451,97500,0.407,0.3423694779116466,0.7267206477732794,0.29,0.0,0.615,0.6804792107117689,0.9876288659793815,0.4084112571712517,0.017114726014709564,0.0
0Ej3jxkJli8EbfcRBp4Brr,"Sonata No. 3, Op. 23 in F-Sharp Minor: IV. Presto con fuoco; Meno mosso",Alexander Scriabin,"['Alexander Scriabin', 'Vladimir Horowitz']",2,1928,1920,early modern classical,0,4,1,0,0.40087232355273594,0.0488,0.996,0.319,0.155,0.917,0.126,-18.728,0.036,66.947,326067,0.0488,1.0,0.3228744939271255,0.155,0.917,0.126,0.6463393626184324,0.03711340206185567,0.27492844148217505,0.059454556097445314,0.0
14DEFzUKmqBlbrB9LQCtJY,"Piano Sonata in E-Flat Minor, Op. 26: II. Allegro vivace e leggero",Samuel Barber,"['Samuel Barber', 'Vladimir Horowitz']",2,1928,1920,american modern classical,0,0,1,0,0.40087232355273594,0.279,0.987,0.242,0.149,0.877,0.134,-26.742,0.0369,88.18799999999996,115627,0.279,0.9909638554216867,0.24493927125506074,0.149,0.877,0.134,0.520836269673479,0.038041237113402064,0.3621579667114291,0.020472577760192293,0.0
5NfSj7HqGi8jrm8NqXgWJR,Waiting for a Train,Jimmie Rodgers,['Jimmie Rodgers'],1,1927,1920,appalachian folk,0,7,1,0,0.43577235772357725,0.595,0.994,0.59,0.347,0.0153,0.0973,-6.95,0.0385,113.725,164733,0.595,0.9979919678714859,0.597165991902834,0.347,0.0153,0.0973,0.8307885052071099,0.039690721649484534,0.4670296952449005,0.029568990173370144,0.0
6VqUdRHLlFMXmN4plGWSMA,La Recova - Instrumental (Remasterizado),Francisco Canaro,['Francisco Canaro'],1,1928,1920,tango,0,9,1,0,0.40087232355273594,0.933,0.99,0.8109999999999999,0.175,0.841,0.13,-13.639,0.0712,115.212,169720,0.933,0.9939759036144579,0.8208502024291497,0.175,0.841,0.13,0.7260355492913634,0.07340206185567011,0.4731362958765046,0.030492783777095106,0.0
6rvBALMh3fmgE996nBjFtI,Puñadito de Sal - Remasterizado,Francisco Canaro,['Francisco Canaro'],1,1926,1920,tango,0,5,1,0,0.28265602322206096,0.8959999999999999,0.996,0.5870000000000001,0.39,0.93,0.349,-11.113,0.0523,117.241,166253,0.8959999999999999,1.0,0.5941295546558706,0.39,0.93,0.349,0.7655939237334587,0.053917525773195876,0.48146870521175983,0.029850555498748516,0.0
03NMPEY0DFC5XcdIYVFmRg,I've Got The World On A String,Louis Armstrong,['Louis Armstrong'],1,1929,1920,adult standards,0,5,1,12,0.9936974789915967,0.37,0.985,0.532,0.135,0.0457,0.418,-13.929,0.0438,129.605,195200,0.37,0.9889558232931727,0.5384615384615385,0.135,0.0457,0.418,0.7214940098661029,0.04515463917525773,0.5322434262670066,0.03521270778409571,0.12
0sbgH0KYc5ZvZBjfJtmeAB,Honeysuckle Rose,Bunny Berigan,"['Bunny Berigan', 'Tommy Dorsey', 'Fats Waller', 'Dick McDonough', 'George Wettling']",5,1926,1920,big band,0,5,1,7,0.9394049346879536,0.922,0.921,0.636,0.468,0.8109999999999999,0.0726,-12.714,0.0575,109.831,188040,0.922,0.924698795180723,0.6437246963562753,0.468,0.8109999999999999,0.0726,0.7405214940098661,0.05927835051546392,0.4510383685068602,0.03388638690928706,0.07
4yz1S1GOuaFk0mXlrNVJZB,"Silvia, Now Your Scorn Give Over",Henry Purcell,"['Henry Purcell', 'Astra Desmond']",2,1928,1920,baroque,0,8,1,0,0.40087232355273594,0.708,0.995,0.54,0.117,0.0006889999999999,0.182,-21.01,0.0827,133.737,34360,0.708,0.998995983935743,0.5465587044534413,0.117,0.0006889999999999,0.182,0.6106021454858663,0.08525773195876288,0.5492121376387537,0.00541865059076851,0.0
2HBNPqCMuaAOHp6s9OzOLo,Add A Little Wiggle,The All-Star Orchestra,['The All-Star Orchestra'],1,1925,1920,unknown,0,0,1,4,0.8237410071942446,0.955,0.962,0.6970000000000001,0.429,0.514,0.25,-9.241,0.0583,100.54,182200,0.955,0.9658634538152611,0.7054655870445344,0.429,0.514,0.25,0.7949103437475531,0.06010309278350515,0.4128834078691783,0.03280458329072805,0.04
0Xu0gdLfgEiKXdpHcrYiRh,"Piano Sonata No. 11 in A Major, K. 331: III. Rondo alla turca",Wolfgang Amadeus Mozart,"['Wolfgang Amadeus Mozart', 'Vladimir Horowitz']",2,1928,1920,classical,0,9,1,0,0.40087232355273594,0.5589999999999999,0.993,0.493,0.0842,0.879,0.112,-24.255,0.0518,122.532,220173,0.5589999999999999,0.9969879518072289,0.49898785425101216,0.0842,0.879,0.112,0.5597838853652808,0.053402061855670105,0.5031970333501706,0.039838714935854974,0.0
0GsenYTKwrV6ayFQa54csl,Chapter 4.14 - Zamek kaniowski,Seweryn Goszczyński,['Seweryn Goszczyński'],1,1928,1920,unknown,0,1,1,0,0.40087232355273594,0.654,0.696,0.716,0.225,0.0,0.0838,-20.075,0.945,111.526,117500,0.654,0.6987951807228915,0.7246963562753036,0.225,0.0,0.0838,0.6252446950121369,0.9742268041237113,0.4579991540284263,0.02081953292758288,0.0
3mjnqRwgLJ1zVMXzygA1Yn,Por Mi Honor - Instrumental (Remasterizado),Francisco Canaro,['Francisco Canaro'],1,1927,1920,tango,0,11,0,0,0.43577235772357725,0.935,0.996,0.818,0.0793,0.952,0.103,-23.709,0.0806,113.814,188107,0.935,1.0,0.8279352226720648,0.0793,0.952,0.103,0.5683345078693915,0.08309278350515464,0.4673951878180093,0.033898798012445185,0.0
2hrgrvhLxpdCIOPP78gNzL,Часть 10.2 - Прощай оружие,Эрнест Хемингуэй,['Эрнест Хемингуэй'],1,1929,1920,unknown,1,11,0,0,0.4726890756302521,0.7979999999999999,0.329,0.698,0.214,0.0,0.233,-19.617,0.936,84.277,108900,0.7979999999999999,0.33032128514056225,0.7064777327935222,0.214,0.0,0.233,0.6324171952078929,0.9649484536082475,0.34609682678526693,0.019226465955047355,0.0
1eNpZCLE9XU0r2jeYGa6Y7,Kapitel 238 - Der Page und die Herzogin,Georgette Heyer,"['Georgette Heyer', 'Irina Salkow']",2,1926,1920,unknown,0,5,1,1,0.6984760522496372,0.383,0.424,0.723,0.21,0.0,0.299,-22.74,0.928,120.237,135067,0.383,0.4257028112449799,0.7317813765182186,0.21,0.0,0.299,0.5835095137420719,0.9567010309278351,0.4937722529537138,0.024073650079505158,0.01
0SEQfgOMqaDf4Uz7mx4kzn,Palermo - Remasterizado,Francisco Canaro,"['Francisco Canaro', 'Charlo']",2,1929,1920,tango,0,9,1,0,0.4726890756302521,0.964,0.994,0.802,0.314,0.542,0.152,-10.392,0.123,122.112,160627,0.964,0.9979919678714859,0.8117408906882592,0.314,0.542,0.152,0.7768851303735026,0.1268041237113402,0.5014722369377471,0.028808393314157254,0.0
0LY5luHicssCWENph03txW,"Kinderszenen, Op. 15: XII. Kind im Einschlummern",Robert Schumann,"['Robert Schumann', 'Vladimir Horowitz']",2,1928,1920,classical,0,4,0,0,0.40087232355273594,0.208,0.994,0.289,0.0169,0.889,0.101,-29.586,0.04,73.601,85493,0.208,0.9979919678714859,0.29251012145748984,0.0169,0.889,0.101,0.47629786234437405,0.041237113402061855,0.30225414464471245,0.01489054518456607,0.0
65DIsimpPrbt0mTf0bact1,Часть 2.3 - Фиеста,Эрнест Хемингуэй,['Эрнест Хемингуэй'],1,1926,1920,unknown,1,1,1,0,0.28265602322206096,0.544,0.149,0.667,0.311,0.0,0.26,-14.2,0.96,81.098,100400,0.544,0.1495983935742972,0.6751012145748988,0.311,0.0,0.26,0.717250019575601,0.9896907216494846,0.3330417606064713,0.017651923017076195,0.0
4luTGAoXSv8Uv5kF6btF7q,Azucena - Remasterizado,Francisco Canaro,"['Francisco Canaro', 'Charlo']",2,1928,1920,tango,0,3,0,0,0.40087232355273594,0.433,0.994,0.527,0.0935,0.921,0.108,-20.298,0.0927,71.304,171493,0.433,0.9979919678714859,0.5334008097165992,0.0935,0.921,0.108,0.6217524077989194,0.09556701030927836,0.29282115093200606,0.030821214909921325,0.0
3nFthBJvK8kwAC5LZr6ddi,Rodriguez Peña - Instrumental (Remasterizado),Francisco Canaro,['Francisco Canaro'],1,1927,1920,tango,0,8,0,0,0.43577235772357725,0.792,0.995,0.85,0.121,0.892,0.107,-20.348,0.422,118.111,165720,0.792,0.998995983935743,0.8603238866396761,0.121,0.892,0.107,0.6209693837600815,0.4350515463917526,0.48504149778035127,0.02975182239452044,0.0
6XTvSCqGLLH0vzQQRn55hz,"Empty Bed Blues, Pt. 1",Bessie Smith,['Bessie Smith'],1,1923,1920,blues,0,5,1,27,0.9783783783783784,0.5529999999999999,0.995,0.7090000000000001,0.062,0.00341,0.12,-12.207,0.048,85.854,181173,0.5529999999999999,0.998995983935743,0.7176113360323888,0.062,0.00341,0.12,0.7484613577636834,0.04948453608247423,0.3525730266481046,0.03261434145575201,0.27
7GRsQLXMzDHYb8zZAnMCDK,Sobbin' Hearted Blues,Bessie Smith,"['Bessie Smith', 'Louis Armstrong']",2,1923,1920,blues,0,0,1,13,0.8945945945945946,0.443,0.995,0.415,0.0795,3.73e-05,0.426,-19.172,0.0908,74.683,180533,0.443,0.998995983935743,0.4200404858299595,0.0795,3.73e-05,0.426,0.6393861091535511,0.09360824742268042,0.3066975487357653,0.032495787634540065,0.13
3C8IMx8BgWGiQE9bIuqCvP,Gati Kumencar,KHP Kridhamardawa Karaton Ngayogyakarta Hadiningrat,['KHP Kridhamardawa Karaton Ngayogyakarta Hadiningrat'],1,1921,1920,unknown,0,9,1,1,0.77,0.0443,0.982,0.316,0.15,0.909,0.093,-14.79,0.0333,99.526,460069,0.0443,0.9859437751004015,0.31983805668016196,0.15,0.909,0.093,0.7080103359173127,0.0343298969072165,0.4087192565306131,0.0842771328943878,0.01
5EL5HNWfmGeLz1lBX5XAbG,"Le carnaval romain, Op. 9, H 95",Hector Berlioz,"['Hector Berlioz', 'Staatskapelle Berlin', 'Erich Kleiber']",3,1928,1920,classical,0,8,1,0,0.40087232355273594,0.115,0.918,0.196,0.306,0.8440000000000001,0.4320000000000001,-15.203,0.0627,76.188,564642,0.115,0.9216867469879518,0.19838056680161945,0.306,0.8440000000000001,0.4320000000000001,0.7015425573565108,0.06463917525773197,0.31287806921361605,0.10364827155938287,0.0
6KbQ3uYMLKb5jDxLF7wYDD,Singende Bataillone 1. Teil,Carl Woitschach,['Carl Woitschach'],1,1928,1920,unknown,0,10,1,0,0.40087232355273594,0.779,0.995,0.708,0.195,0.563,0.151,-12.428,0.0506,118.469,158648,0.779,0.998995983935743,0.7165991902834008,0.195,0.563,0.151,0.7450003915120195,0.05216494845360825,0.486511681389036,0.028441802670128438,0.0
5iZFXmzoROz8UpIhmlLiVL,Memories of You,Ethel Waters,['Ethel Waters'],1,1925,1920,big band,0,5,0,1,0.5809352517985612,0.233,0.985,0.336,0.0683,0.0,0.0912,-13.616,0.048,168.398,196520,0.233,0.9889558232931727,0.3400809716599191,0.0683,0.0,0.0912,0.7263957403492287,0.04948453608247423,0.6915530149030623,0.03545722504034535,0.01
0W4ptlxmFQMsQxx4XlDdTZ,Часть 43.3 - Фиеста,Эрнест Хемингуэй,['Эрнест Хемингуэй'],1,1926,1920,unknown,1,11,0,0,0.28265602322206096,0.495,0.247,0.634,0.247,0.0,0.528,-16.23,0.949,170.27599999999995,99500,0.495,0.24799196787148595,0.6417004048582996,0.247,0.0,0.528,0.6854592435987784,0.9783505154639175,0.6992653188614699,0.017485206705996896,0.0
6jf7SvTnsOcIdSPCyysbQ3,Kapitel 213 - Der Page und die Herzogin,Georgette Heyer,"['Georgette Heyer', 'Irina Salkow']",2,1926,1920,unknown,0,9,1,1,0.6984760522496372,0.369,0.423,0.721,0.182,0.0,0.401,-22.031,0.916,121.729,132089,0.369,0.4246987951807229,0.729757085020243,0.182,0.0,0.401,0.5946127946127947,0.9443298969072166,0.49989938687594193,0.02352200433017832,0.01
2LIwTk58Eb6g6Q6Rw4ekXD,Nobody Knows What a Red-Head Mama Can Do,George Olsen,['George Olsen'],1,1924,1920,vintage jazz,0,0,1,0,0.4088983050847458,0.757,0.995,0.585,0.362,0.769,0.341,-14.386,0.0934,183.728,179240,0.757,0.998995983935743,0.5921052631578947,0.362,0.769,0.341,0.7143371701511237,0.09628865979381443,0.7545080839565187,0.0322562718676228,0.0
74L6jBjJdvs5WGcj1F9FH0,Kapitel 348 - Der Page und die Herzogin,Georgette Heyer,"['Georgette Heyer', 'Irina Salkow']",2,1926,1920,unknown,0,6,1,1,0.6984760522496372,0.249,0.575,0.738,0.184,0.0,0.183,-21.52,0.943,97.529,127492,0.249,0.5773092369477911,0.7469635627530364,0.184,0.0,0.183,0.602615300289719,0.9721649484536082,0.400518260255352,0.02267045446125439,0.01
3GmLEs8CeccH8FLAQ00UbY,Kapitel 207 - Der Page und die Herzogin,Georgette Heyer,"['Georgette Heyer', 'Irina Salkow']",2,1926,1920,unknown,0,8,1,1,0.6984760522496372,0.368,0.398,0.77,0.176,0.0,0.218,-20.146,0.956,69.236,111766,0.368,0.3995983935742972,0.7793522267206477,0.176,0.0,0.218,0.624132800876987,0.9855670103092783,0.2843285819298829,0.0197573647856621,0.01
23furE1azaxq02V6iHZHMt,Come Up And See Me Sometime,Ethel Waters,['Ethel Waters'],1,1925,1920,big band,0,0,1,1,0.5809352517985612,0.502,0.967,0.58,0.225,0.0,0.118,-16.784000000000002,0.319,96.869,187133,0.502,0.9708835341365462,0.5870445344129555,0.225,0.0,0.118,0.6767833372484535,0.3288659793814433,0.3978078658929723,0.033718373915788254,0.01
6i9Rlw6k3ZOMqO0ZLR2hDz,Часть 18.3 & Часть 19.1 - Прощай оружие,Эрнест Хемингуэй,['Эрнест Хемингуэй'],1,1929,1920,unknown,1,6,0,0,0.4726890756302521,0.7240000000000001,0.408,0.706,0.256,0.0,0.368,-15.808,0.929,102.559,198706,0.7240000000000001,0.40963855421686746,0.714574898785425,0.256,0.0,0.368,0.6920679664865712,0.9577319587628866,0.4211747506231854,0.0358621604359224,0.0
527J3xtyY4MdrpKtWcJNtL,Long Old Road,Bessie Smith,['Bessie Smith'],1,1923,1920,blues,0,0,1,11,0.8675675675675676,0.494,0.991,0.557,0.0792,0.0,0.186,-13.094,0.0541,79.768,206253,0.494,0.9949799196787149,0.5637651821862348,0.0792,0.0,0.186,0.7345705113146974,0.055773195876288664,0.32757990530046366,0.03726016932449515,0.11
78939cITZxGY1LLNLpNrkf,Lamento Criollo - Instrumental (Remasterizado),Francisco Canaro,['Francisco Canaro'],1,1928,1920,tango,0,5,1,0,0.40087232355273594,0.8109999999999999,0.99,0.643,0.134,0.0118,0.143,-10.124,0.0645,122.439,160213,0.8109999999999999,0.9939759036144579,0.6508097165991903,0.134,0.0118,0.143,0.7810821392216741,0.06649484536082474,0.5028151141445626,0.028731703811060775,0.0
7vSPaINs65lUM1hIlqQ2PX,Kapitel 293 - Der Page und die Herzogin,Georgette Heyer,"['Georgette Heyer', 'Irina Salkow']",2,1926,1920,unknown,0,2,0,1,0.6984760522496372,0.466,0.417,0.649,0.1639999999999999,0.0,0.17,-21.382,0.954,88.385,109781,0.466,0.4186746987951807,0.6568825910931174,0.1639999999999999,0.0,0.17,0.6047764466369117,0.9835051546391752,0.36296697836201836,0.019389662699559423,0.01
11xueSchXyOpiKmykiZWFW,"Humoreske, Op. 20: Mit einigem Pomp",Robert Schumann,"['Robert Schumann', 'Vladimir Horowitz']",2,1928,1920,classical,0,3,1,0,0.40087232355273594,0.16,0.98,0.456,0.122,0.911,0.139,-18.415,0.0798,99.485,88067,0.16,0.9839357429718876,0.46153846153846156,0.122,0.911,0.139,0.6512410931015583,0.0822680412371134,0.4085508835474955,0.015367353834252867,0.0
5ZhlO4OTVDgE2TLyGPijYT,El Pajuerano - Instrumental (Remasterizado),Francisco Canaro,['Francisco Canaro'],1,1929,1920,tango,0,9,1,0,0.4726890756302521,0.615,0.995,0.75,0.226,0.846,0.4270000000000001,-11.924,0.0609,116.786,185000,0.615,0.998995983935743,0.7591093117408907,0.226,0.846,0.4270000000000001,0.7528932738235065,0.06278350515463918,0.4796001757649677,0.03332325625853032,0.0
7AlZjnh4zKBAfSBVuhJDd4,Chapter 2.13 - Zamek kaniowski,Seweryn Goszczyński,['Seweryn Goszczyński'],1,1928,1920,unknown,0,5,0,0,0.40087232355273594,0.758,0.7240000000000001,0.718,0.147,0.0,0.199,-20.006,0.947,117.33,121300,0.758,0.7269076305220884,0.7267206477732794,0.147,0.0,0.199,0.6263252681857333,0.9762886597938144,0.4818341977848686,0.02152344624102881,0.0
3EseQWew28KDVu2ceqLAxL,Capítulo 1.2 - la Casa Maldita,H.P. Lovecraft,['H.P. Lovecraft'],1,1928,1920,psychedelic rock,0,10,0,0,0.40087232355273594,0.514,0.703,0.7140000000000001,0.211,0.0,0.163,-13.009,0.924,130.969,134700,0.514,0.7058232931726908,0.722672064777328,0.211,0.0,0.163,0.735901652180722,0.9525773195876289,0.5378449079492581,0.02400566687265393,0.0
2rwEFYP6zqfQXD0dqbqwZl,Allegretto in A-Flat Major,Frédéric Chopin,"['Frédéric Chopin', 'Vladimir Horowitz']",2,1928,1920,classical,0,8,1,16,0.9730372720063442,0.0612,0.993,0.269,0.0827,0.927,0.107,-24.994,0.0374,124.069,118800,0.0612,0.9969879518072289,0.27226720647773284,0.0827,0.927,0.107,0.5482107900712552,0.038556701030927835,0.5095089668880155,0.021060345376919646,0.16
7ozMCt3ho8XyVEQKuKkvBV,Tierrita - Instrumental (Remasterizado),Francisco Canaro,['Francisco Canaro'],1,1927,1920,tango,0,10,1,0,0.43577235772357725,0.914,0.992,0.85,0.245,0.6629999999999999,0.111,-17.88,0.0776,120.715,183200,0.914,0.9959839357429718,0.8603238866396761,0.245,0.6629999999999999,0.111,0.6596194503171249,0.08,0.49573523553737675,0.03298982363637172,0.0
1VW5qi1mYiMFKUmj2udSBk,Kapitel 400 - Der Page und die Herzogin,Georgette Heyer,"['Georgette Heyer', 'Irina Salkow']",2,1926,1920,unknown,0,6,1,1,0.6984760522496372,0.353,0.529,0.633,0.1689999999999999,0.0,0.26,-22.123,0.941,169.821,125637,0.353,0.5311244979919679,0.6406882591093117,0.1689999999999999,0.0,0.26,0.5931720303813327,0.9701030927835051,0.697396789414678,0.02232683362008539,0.01
1HWWVrt04IPuMbLdXXYE4T,Vidalita - Remasterizado,Ignacio Corsini,['Ignacio Corsini'],1,1928,1920,tango,0,8,0,0,0.40087232355273594,0.8490000000000001,0.994,0.5,0.252,0.878,0.111,-21.7,0.0762,78.113,143267,0.8490000000000001,0.9979919678714859,0.5060728744939271,0.252,0.878,0.111,0.5997964137499021,0.07855670103092784,0.32078338610389023,0.025592620913783216,0.0
1nZlWpV5u26f5h72XzjWkw,Die Fledermaus (short version): Part 8,Johann Strauss II,"['Johann Strauss II', 'Franz Völker', 'Eduard Kandl', 'Staatskapelle Berlin', 'Hermann Weigert']",5,1929,1920,classical,0,5,1,0,0.4726890756302521,0.356,0.984,0.65,0.145,5.69e-06,0.356,-17.365,0.611,92.45,315320,0.356,0.9879518072289156,0.6578947368421053,0.145,5.69e-06,0.356,0.6676845979171562,0.6298969072164948,0.37966054363940255,0.057463778102812835,0.0
7cXjrcVIhug5vZxQ9IAhG8,"Symphony No. 5 in C Minor, Op. 67: 2. Andante con moto",Ludwig van Beethoven,"['Ludwig van Beethoven', 'Berliner Philharmoniker', 'Wilhelm Furtwängler']",3,1927,1920,classical,0,8,1,0,0.43577235772357725,0.143,0.99,0.194,0.0715,0.785,0.82,-22.987,0.0597,76.043,669120,0.143,0.9939759036144579,0.19635627530364375,0.0715,0.785,0.82,0.5796413749902123,0.061546391752577326,0.3122826037855175,0.12300181239154177,0.0
6IrDRTvdBLQcPojs823siR,Adoración - Remasterizado,Ignacio Corsini,['Ignacio Corsini'],1,1926,1920,tango,0,8,1,0,0.28265602322206096,0.621,0.996,0.423,0.0205,0.782,0.0819,-27.343000000000004,0.134,69.442,174747,0.621,1.0,0.42813765182186236,0.0205,0.782,0.0819,0.5114243207266462,0.13814432989690723,0.28517455350359533,0.03142398699464581,0.0
5PhZXWTOwfRTEnLsjVIyVE,¿Que Haces Marquez? - Instrumental (Remasterizado),Francisco Canaro,['Francisco Canaro'],1,1929,1920,tango,0,2,1,0,0.4726890756302521,0.867,0.991,0.795,0.118,0.622,0.1689999999999999,-17.278,0.146,123.539,170293,0.867,0.9949799196787149,0.8046558704453441,0.118,0.622,0.1689999999999999,0.6690470597447342,0.15051546391752577,0.5073324380818621,0.030598926495148927,0.0
2FfD9D4V42kIR2cRZvEKpR,Mala Racha - Remasterizado,Ignacio Corsini,['Ignacio Corsini'],1,1929,1920,tango,0,9,0,0,0.4726890756302521,0.8270000000000001,0.996,0.626,0.106,0.89,0.113,-23.927,0.145,61.135,125227,0.8270000000000001,1.0,0.6336032388663968,0.106,0.89,0.113,0.564920523060058,0.14948453608247422,0.25106054446073417,0.022250885078371484,0.0
7tPgMeKdWVJPRSMOEBmPB0,Misterioso - Instrumental (Remasterizado),Francisco Canaro,['Francisco Canaro'],1,1927,1920,tango,0,0,1,0,0.43577235772357725,0.833,0.995,0.892,0.11,0.6609999999999999,0.114,-20.116,0.148,115.231,169107,0.833,0.998995983935743,0.902834008097166,0.11,0.6609999999999999,0.114,0.6246026153002897,0.15257731958762885,0.4732143223808761,0.030379231445215538,0.0
3YVy92W44JmU6KeF6UMldm,Tigers,THE GUY,['THE GUY'],1,1921,1920,bow pop,1,9,1,0,0.3566666666666667,0.0779,0.588,0.341,0.256,0.157,0.105,-16.012,0.0461,121.051,323840,0.0779,0.5903614457831325,0.3451417004048583,0.256,0.157,0.105,0.6888732284081122,0.047525773195876295,0.4971150726673155,0.05904202584769687,0.0
1sXnIJcRE2wC1BrhQcbwF5,Possibilities,Steve Correll Group,['Steve Correll Group'],1,1929,1920,unknown,0,2,0,0,0.4726890756302521,0.731,0.501,0.742,0.342,0.73,0.0994,-11.728,0.0444,133.826,429520,0.731,0.5030120481927711,0.7510121457489879,0.342,0.73,0.0994,0.7559627280557514,0.04577319587628866,0.5495776302118625,0.07861822557531946,0.0
5WC5xkpLu3BScSJtuRsGrU,Deja Que la Gente Diga - Remasterizado,Ignacio Corsini,['Ignacio Corsini'],1,1928,1920,tango,0,6,0,0,0.40087232355273594,0.833,0.99,0.6,0.246,1.39e-06,0.143,-16.974,0.0747,132.54,135667,0.833,0.9939759036144579,0.6072874493927125,0.246,1.39e-06,0.143,0.6738078459008692,0.07701030927835052,0.5442964678633468,0.024184794286891357,0.0
0ggkCkpuwN4JNhI3eQO2m7,"Sonate pour piano No. 2 in B-Flat Minor, Op. 35: IV. Finale (Presto)",Frédéric Chopin,"['Frédéric Chopin', 'Arturo Benedetti Michelangeli']",2,1926,1920,classical,0,10,0,0,0.28265602322206096,0.204,0.982,0.198,0.0582,0.938,0.104,-28.357,0.0355,70.768,82493,0.204,0.9859437751004015,0.20040485829959515,0.0582,0.938,0.104,0.49554459321901184,0.03659793814432989,0.2906199821771037,0.014334824147635074,0.0
